taxon,lineage,conflict,pangolin_version,pangoLEARN_version,pango_version,status,note
Consensus_SAMPLE2_PE.consensus_threshold_0.75_quality_20,A.2,0.0,2.4.2,2021-04-28,v1.1.23,passed_qc,
